key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
ptw_expired_note,,This permit has run out. It authorises nothing. Sign it back once the area is safe.,תוקף ההיתר פג. הוא אינו מתיר דבר. החזירו אותו לאחר שהשטח בטוח.,انتهت صلاحية هذا التصريح. لم يعد يجيز أي عمل. أعِده بعد تأمين المنطقة.,,
ptw_state_draft,,Draft,טיוטה,مسودة,,
ptw_state_pending,,Not started yet,טרם החל,لم يبدأ بعد,,
ptw_state_active,,Live,בתוקף,ساري,,
ptw_state_expiring,,Running out,עומד לפוג,على وشك الانتهاء,,
ptw_state_expired,,Expired — work must stop,פג — יש להפסיק את העבודה,منتهٍ — يجب إيقاف العمل,,
ptw_state_closed,,Signed back,הוחזר,أُعيد تسليمه,,
ptw_state_cancelled,,Withdrawn,בוטל,مسحوب,,
ptw_type_hot,,Hot work,עבודה חמה,أعمال ساخنة,,
ptw_type_height,,Work at height,עבודה בגובה,العمل على ارتفاع,,
ptw_type_confined,,Confined space,כניסה לחלל מוקף,دخول حيز مغلق,,
ptw_type_excavation,,Excavation,חפירה,حفريات,,
ptw_type_electrical,,Electrical isolation,ניתוק חשמלי,عزل كهربائي,,
ptw_hot_1,,Fire extinguisher within reach of the work,מטף כיבוי בהישג יד ממקום העבודה,طفاية حريق في متناول اليد من مكان العمل,,
ptw_hot_2,,Combustibles cleared or covered within 10 metres,חומרים דליקים הורחקו או כוסו ברדיוס 10 מטר,المواد القابلة للاشتعال أُبعدت أو غُطيت ضمن 10 أمتار,,
ptw_hot_3,,Fire watch during the work and for 30 minutes after,צופה אש במהלך העבודה ו-30 דקות אחריה,مراقب حريق أثناء العمل ولمدة 30 دقيقة بعده,,
ptw_hot_4,,"Gas cylinders upright and secured, hoses checked","בלוני גז זקופים ומעוגנים, הצינורות נבדקו",أسطوانات الغاز قائمة ومثبّتة، والخراطيم مفحوصة,,
ptw_height_1,,Anchor point checked and rated for the load,נקודת עיגון נבדקה ומתאימה לעומס,نقطة التثبيت مفحوصة ومناسبة للحمل,,
ptw_height_2,,Harness and lanyard inspected today,רתמה וחבל קשירה נבדקו היום,الحزام والحبل تم فحصهما اليوم,,
ptw_height_3,,Edge protection or fall arrest in place,מעקות או מערכת בלימת נפילה מותקנים,حواجز الحافة أو نظام إيقاف السقوط مركّب,,
ptw_height_4,,The area below is closed off,השטח שמתחת נסגר למעבר,المنطقة أسفل العمل مغلقة,,
ptw_confined_1,,Atmosphere tested before entry,האוויר נבדק לפני הכניסה,تم فحص الهواء قبل الدخول,,
ptw_confined_2,,Ventilation running continuously,אוורור פועל ברציפות,التهوية تعمل باستمرار,,
ptw_confined_3,,Attendant stationed at the entrance,משגיח מוצב בפתח,مراقب متمركز عند المدخل,,
ptw_confined_4,,Rescue plan agreed and the equipment is on site,תוכנית חילוץ סוכמה והציוד באתר,خطة إنقاذ متفق عليها والمعدات في الموقع,,
ptw_exc_1,,Underground services located and marked,תשתיות תת-קרקעיות אותרו וסומנו,الخدمات تحت الأرض حُددت ووُسمت,,
ptw_exc_2,,Sides supported or battered back,דפנות נתמכו או שופעו,الجوانب مدعّمة أو مائلة,,
ptw_exc_3,,Edge barriers up and a ladder for access,מעקות בשפת החפירה וסולם לירידה,حواجز عند الحافة وسلّم للنزول,,
ptw_exc_4,,Spoil and plant kept back from the edge,ערמות עפר וכלים הורחקו משפת החפירה,الأتربة والمعدات مُبعدة عن الحافة,,
ptw_elec_1,,Circuit isolated and locked off,המעגל נותק וננעל,الدائرة معزولة ومقفلة,,
ptw_elec_2,,Proved dead with a tester proved before and after,נבדק כמנותק במכשיר שנבדק לפני ואחרי,تم إثبات انعدام الجهد بجهاز فُحص قبل وبعد,,
ptw_elec_3,,Warning notice fitted at the isolation point,שלט אזהרה הוצב בנקודת הניתוק,لافتة تحذير مثبّتة عند نقطة العزل,,
ptw_elec_4,,Keys held by the person doing the work,המפתחות בידי מבצע העבודה,المفاتيح بحوزة منفّذ العمل,,
time_now,,Now,עכשיו,الآن,,
time_tomorrow_morning,"When an Israeli site starts, for a permit written up the evening before",Tomorrow 07:00,מחר 07:00,غدًا 07:00,,
sign_here,,Sign here with your finger,חתמו כאן באצבע,وقّع هنا بإصبعك,,
sign_clear,,Clear,ניקוי,مسح,,
acc_sign_in_title,,Sign in,כניסה,تسجيل الدخول,,
acc_identifier,,Username or ID number,שם משתמש או מספר זהות,اسم المستخدم أو رقم الهوية,,
acc_identifier_hint,,Whichever your site office gave you. Both work.,מה שקיבלתם ממשרד האתר. שניהם עובדים.,أيهما أعطاك مكتب الموقع. كلاهما يصلح.,,
acc_password,,Password,סיסמה,كلمة المرور,,
acc_password_blank_hint,,Leave blank if you were not given one.,השאירו ריק אם לא קיבלתם סיסמה.,اتركه فارغًا إن لم تُعطَ كلمة مرور.,,
acc_wrong_credentials,,That does not match. Check with whoever set you up.,אין התאמה. בדקו מול מי שפתח לכם את החשבון.,لا يوجد تطابق. راجع من أنشأ حسابك.,,
acc_id_number,,ID number,מספר תעודת זהות,رقم الهوية,,
acc_id_number_hint,,Teudat Zehut or passport. Names on a site repeat; this does not.,"תעודת זהות או דרכון. שמות באתר חוזרים על עצמם, המספר לא.",الهوية أو جواز السفر. الأسماء تتكرر في الموقع، والرقم لا.,,
acc_id_taken,,Somebody is already signed up with that ID number.,כבר קיים משתמש עם מספר הזהות הזה.,يوجد مستخدم مسجّل بهذا الرقم بالفعل.,,
ind_title,,Before you start,לפני שמתחילים,قبل أن تبدأ,,
ind_intro_worker,,"Read this, then sign. It takes a minute, and it is the only thing on this phone that can stop you getting hurt.","קראו וחתמו. זה לוקח דקה, וזה הדבר היחיד בטלפון הזה שיכול למנוע מכם להיפגע.",اقرأ ثم وقّع. يستغرق دقيقة، وهو الشيء الوحيد في هذا الهاتف الذي قد يمنع إصابتك.,,
ind_intro_supervisor,,"Read this, then sign. All of it is also what you are about to enforce on everybody else.",קראו וחתמו. כל מה שכאן הוא גם מה שאתם עומדים לאכוף על כל האחרים.,اقرأ ثم وقّع. كل ما هنا هو أيضًا ما ستفرضه على الجميع.,,
ind_ppe_heading,,What you wear,מה לובשים,ما ترتديه,,
ind_photo,,A photograph of you,תמונה שלכם,صورة لك,,
ind_photo_hint,,So the site office can put a face to the name at the gate.,כדי שמשרד האתר יוכל לקשר בין הפנים לשם בשער.,ليتمكن مكتب الموقع من ربط الوجه بالاسم عند البوابة.,,
ind_id_photo,,A photograph of your ID,תמונה של תעודת הזהות,صورة لبطاقة هويتك,,
ind_id_photo_hint,,Kept on this device only. It never leaves the phone.,נשמרת במכשיר הזה בלבד. היא לא יוצאת מהטלפון.,تُحفظ على هذا الجهاز فقط. لا تغادر الهاتف.,,
ind_sign_heading,,Sign to say you have read it,חתמו כדי לאשר שקראתם,وقّع لتأكيد أنك قرأت,,
ind_confirm,,I have read this — let me in,קראתי — כניסה לאפליקציה,قرأت — ادخل إلى التطبيق,,
ind_must_sign,,Sign above before you can continue.,יש לחתום למעלה כדי להמשיך.,وقّع أعلاه قبل المتابعة.,,
ind_must_read,,Read to the bottom first.,קראו עד הסוף קודם.,اقرأ حتى النهاية أولًا.,,
ind_hat,,Hard hat,כובע מגן,خوذة واقية,,
ind_hat_body,,"On site, always. On your head, not in your hand.","באתר, תמיד. על הראש, לא ביד.",في الموقع، دائمًا. على رأسك، لا في يدك.,,
ind_vis,,High-visibility jacket,אפוד זוהר,سترة عاكسة,,
ind_vis_body,,"Reflective, whatever the colour. A plant driver sees the jacket before they see you, and after dark they see nothing else.","מחזיר אור, בכל צבע. מפעיל כלי כבד רואה את האפוד לפני שהוא רואה אתכם, ובחושך הוא לא רואה שום דבר אחר.",عاكسة، بأي لون كانت. سائق المعدة يرى السترة قبل أن يراك، وبعد حلول الظلام لا يرى سواها.,,
ind_boots,,Safety boots,נעלי בטיחות,أحذية أمان,,
ind_boots_body,,Steel toe and a protected sole. A nail goes through a trainer without slowing down.,כיפת פלדה וסוליה מוגנת. מסמר עובר דרך נעל ספורט בלי להאט.,مقدمة فولاذية ونعل محمي. المسمار يخترق الحذاء الرياضي دون أن يتباطأ.,,
ind_gloves,,Gloves,כפפות,قفازات,,
ind_gloves_body,,"For the job in hand: cut-resistant near blades, insulated in the cold. Never near a turning bit — a glove that catches takes the hand with it.","לפי העבודה: עמידות לחיתוך ליד להבים, מבודדות בקור. לעולם לא ליד מקדח מסתובב — כפפה שנתפסת לוקחת איתה את היד.",حسب العمل: مقاومة للقطع قرب الشفرات، وعازلة في البرد. أبدًا قرب لقمة دوّارة — القفاز الذي يعلق يأخذ اليد معه.,,
ind_eyes,,Eye protection,משקפי מגן,نظارات واقية,,
ind_eyes_body,,"Cutting, grinding, drilling, chasing, and anything at all above your head.","חיתוך, השחזה, קידוח, חריצה, וכל עבודה מעל הראש.",القطع والجلخ والثقب والتخديد وأي عمل فوق الرأس.,,
ind_ears,,Ear protection,מגני אוזניים,واقيات الأذن,,
ind_ears_body,,Breakers and cut-off saws. Hearing does not come back.,מקבות חשמליות ומסורי דיסק. שמיעה שאובדת לא חוזרת.,المطارق الهيدروليكية ومناشير القطع. السمع لا يعود.,,
ind_stop,,"If it is not safe, stop",אם זה לא בטוח — עצרו,إن لم يكن آمنًا، توقّف,,
ind_stop_body,,Stop and say so. Nobody on this job is in trouble for stopping work.,עצרו ואמרו. אף אחד בעבודה הזאת לא ייענש על עצירת עבודה.,توقّف وقُل. لا أحد في هذا العمل يُعاقَب على إيقاف العمل.,,
ind_where,,Know where things are,דעו איפה הדברים,اعرف أين الأشياء,,
ind_where_body,,"First-aid kit and assembly point — find them today, not on the day you need them.","ערכת עזרה ראשונה ונקודת התכנסות — אתרו אותן היום, לא ביום שתצטרכו.",حقيبة الإسعافات ونقطة التجمّع — اعرف مكانهما اليوم، لا يوم تحتاجهما.,,
ind_sup_heading,,What you are responsible for,על מה אתם אחראים,ما أنت مسؤول عنه,,
ind_sup_enforce,,The kit above is yours to enforce,הציוד שלמעלה — באחריותכם לאכוף,المعدات أعلاه مسؤوليتك في فرضها,,
ind_sup_enforce_body,,"Somebody on your site without a hard hat is your problem, not theirs.","מי שנמצא באתר שלכם בלי כובע מגן — זו הבעיה שלכם, לא שלו.",من يوجد في موقعك بلا خوذة فهو مشكلتك، لا مشكلته.,,
ind_sup_permits,,Permits to work,היתרי עבודה,تصاريح العمل,,
ind_sup_permits_body,,"Hot work, height, confined space, excavation, isolation: no permit, no work. Issue one only when every precaution is ticked, and sign it back yourself once the area is safe.","עבודה חמה, עבודה בגובה, חלל מוקף, חפירה, ניתוק: בלי היתר — אין עבודה. הנפיקו רק לאחר סימון כל אמצעי הזהירות, והחזירו את ההיתר בעצמכם כשהשטח בטוח.",الأعمال الساخنة، العمل على ارتفاع، الحيز المغلق، الحفر، العزل: بلا تصريح لا عمل. أصدره فقط بعد وضع علامة على كل إجراءات الوقاية، وأعِده بنفسك بعد تأمين المنطقة.,,
